Start Date,Total Duration,Trips,Total Distance,Avg Duration,Avg Distance,events,hum_avg,prec,temp_avg,wind_avg,Daylight,Date,Day,DayOfYear,Week,Month,Year
2018-01-11,47305.49999999985,4229,4726.178365601758,11.18597777252302,1.11756404956296,Rain,84,0.36,41,16,562.9833333333333,1515628800000000000,4,11,2,1,2018
2018-01-12,29384.416666666668,3035,3135.2955456790087,9.681850631521142,1.0330463082962138,Snow,62,0.01,19,20,564.4,1515715200000000000,5,12,2,1,2018
2018-01-13,13511.816666666648,1319,1259.7306563449338,10.24398534243112,0.9550649403676525,None,55,0.0,11,10,565.8833333333333,1515801600000000000,6,13,2,1,2018
2018-01-14,11875.699999999973,1103,1116.2658103559752,10.766727107887554,1.0120270266146647,Snow,63,0.08,13,9,567.4166666666666,1515888000000000000,0,14,2,1,2018
2018-01-15,12908.29999999999,1269,1260.8589910540331,10.17202521670606,0.9935847053223271,Snow,81,0.14,17,11,569.0,1515974400000000000,1,15,3,1,2018
2018-01-16,28688.383333333342,2733,2797.9612431912424,10.497030125625079,1.023769207168402,Snow,70,0.01,18,12,570.6333333333333,1516060800000000000,2,16,3,1,2018
2018-01-17,36177.58333333338,3171,3264.69161230266,11.408887837695799,1.0295463930314286,None,75,0.0,12,12,572.3333333333334,1516147200000000000,3,17,3,1,2018
2018-01-18,42414.666666666686,3915,4257.276939109974,10.833886760323546,1.0874270597982052,None,64,0.0,24,15,574.0666666666667,1516233600000000000,4,18,3,1,2018
2018-01-19,47329.450000000004,4499,4967.217074165146,10.519993331851524,1.1040713656735155,None,61,0.0,34,17,575.85,1516320000000000000,5,19,3,1,2018
2018-01-20,53074.78333333329,3771,4604.557841081179,14.074458587465736,1.2210442431930997,None,72,0.0,39,8,577.6833333333333,1516406400000000000,6,20,3,1,2018
2018-01-21,34795.6833333333,2661,2993.8617694887944,13.076168107227845,1.125088977635774,"Fog,Rain",93,0.01,40,4,579.55,1516492800000000000,0,21,3,1,2018
2018-01-22,50736.483333333366,4649,5369.742654279473,10.913418656341873,1.1550317604386906,"Fog,Rain,Thunderstorm",89,0.81,46,13,581.4833333333333,1516579200000000000,1,22,4,1,2018
2018-01-23,40908.68333333328,3925,4291.810607795728,10.422594479830137,1.0934549319224784,"Rain,Snow",79,0.07,34,13,583.4333333333333,1516665600000000000,2,23,4,1,2018
2018-01-24,46638.06666666658,4607,4939.935673023132,10.123305115404076,1.0722673481708556,Snow,72,0.02,29,6,585.45,1516752000000000000,3,24,4,1,2018
2018-01-25,63082.50000000025,5616,6410.28570409068,11.232638888888934,1.1414326396172862,None,76,0.0,34,10,587.4833333333333,1516838400000000000,4,25,4,1,2018
2018-01-26,75167.29999999997,6341,7417.498101959214,11.854171266361769,1.1697678760383559,None,68,0.0,42,19,589.5666666666667,1516924800000000000,5,26,4,1,2018
2018-01-27,79240.21666666682,4911,6290.067727330386,16.135250797529388,1.2808119990491522,None,53,0.0,43,12,591.7,1517011200000000000,6,27,4,1,2018
2018-01-28,33756.01666666664,2750,3129.0626897841676,12.274915151515142,1.1378409781033336,Snow,75,0.01,34,9,593.85,1517097600000000000,0,28,4,1,2018
2018-01-29,40898.200000000084,4069,4304.226634073811,10.05116736298847,1.0578094455821603,Snow,68,0.01,24,12,596.0333333333333,1517184000000000000,1,29,5,1,2018
2018-01-30,45767.883333333535,4620,4966.541193979163,9.906468253968297,1.0750089164457062,None,63,0.0,23,11,598.2666666666667,1517270400000000000,2,30,5,1,2018
2018-01-31,56794.63333333317,5470,6089.924779993273,10.382931139549026,1.1133317696514209,None,58,0.0,37,14,600.5166666666667,1517356800000000000,3,31,5,1,2018
2018-02-01,41529.61666666659,4145,4324.456074438011,10.019207880981083,1.0432945897317276,None,59,0.0,22,16,602.8166666666667,1517443200000000000,4,32,5,2,2018
2018-02-02,30769.433333333247,3123,3129.9784208294445,9.852524282207252,1.0022345247612694,None,50,0.0,14,10,605.1333333333333,1517529600000000000,5,33,5,2,2018
2018-02-03,21567.950000000004,1945,2108.5755977151543,11.088920308483292,1.0841005643779713,Snow,63,0.03,32,13,607.4666666666667,1517616000000000000,6,34,5,2,2018
2018-02-04,6830.4,625,592.122114410521,10.92864,0.9473953830568337,Snow,73,0.08,20,13,609.85,1517702400000000000,0,35,5,2,2018
